komentar,platform,clean,sentimen
Ngeri ngeri sedap ini mah 😭,youtube,ngeri ngeri sedap mah,netral
Kerasa ya ngerinya,youtube,rasa ya ngeri,netral
Pak ustadnya pengen di jitak 😭,youtube,ustad ken jitak,netral
"gilaaaa rumah susun apaan tuh
masa secuil lampu ga ada, apa mati lampu?? haha",youtube,gilaaaa rumah susun tuh cuil lampu ga mati lampu haha,netral
gilaaaa GASABAR bangettt,youtube,gilaaaa gasabar bangettt,netral
Nangis Kenapa Pake Ulat Buat Burung Belatungnya Padahal Pake CGI Kaya Ratu Ilmu Hitam Pasti Bagusnya Bukan Main,youtube,nang pake ulat burung belatung pake cgi kaya ratu ilmu hitam bagus main,positif
"atmosfernya emang beda sih, gila🔥",youtube,atmosfer emang beda sih gila,netral
BESOK NONTON DI IMAX YEAYY,youtube,besok nonton imax yeayy,netral
Pak Ustadz mau sholat Isya' itu.,youtube,ustadz sholat isya,netral
Jangan lupa juga saksikan film pendek horor IBU mulao 4 agustus: https://youtu.be/UTUVs_6T5Qc,youtube,lupa saksi film pendek horor mulao agustus httpsyoutubeutuvstqc,netral
Siii eluuu masa iya lu masuk kerumah ada jenazahh njirr😭😭😭 ini fix nonton pake bangettt,youtube,siii eluuu iya lu masuk rumah jenazahh njirr fix nonton pake bangettt,netral
Anjirr harus nonton ini mah,youtube,anjirr nonton mah,netral
"Tenang aja,Ustad nya lagi nyari senter baru guys 😁",youtube,tenang ajaustad nya nyari senter guys,netral
SETAAN!,youtube,seta,netral
yg jadi pocong itu asmara Abigail?😭,youtube,yg pocong asmara abigail,netral
Ustadz nya langsung otw beli bandrek  hujan2,youtube,ustadz nya langsung otw beli bandrek hujan,netral
"pecah nih sumpah , gk sabar",youtube,pecah nih sumpah gk sabar,netral
YAMENTEHHHHHHH,youtube,yamentehhhhhhh,netral
"""Teror ibu sepanjang masa""",youtube,teror,netral
ini so tony knp ga lari dari awal liat poci bgtu ya?,youtube,so tony knp ga lari liat poci bgtu ya,netral
"ya emang lagi mati lampu, makanya mereka ngidupin senter",youtube,ya emang mati lampu ngidupin senter,netral
"Mungkin mati lampu, soalnya lgi petir",youtube,mati lampu lgi petir,netral
"Tapi kalo pake kelabang agak ga nyambung, secara ini kan mayat2, yg paling logis kalo busuk ya keluar belatung kan? kalo Ratu Ilmu Hitam emang santet, jadi ya hewan apa aja yg menjijikan bisa keluar. Kecuali yang ini pocongnya udah dikubur ya baru bisa ada kelabang2 di bawah tanah...",youtube,kalo pake kelabang ga nyambung mayat yg logis kalo busuk ya belatung kalo ratu ilmu hitam emang santet ya hewan aja yg jijik kecuali pocong udah kubur ya kelabang tanah,netral
 @akmalwardhana8048  CGI Belatung Aja Gak Usah Kelabang Atau Kulitnya Dibuat Bergerak Gerak Biar Kesan Busuk Nya Makin Berasa,youtube,akmalwardhana cgi belatung aja gak kelabang kulit gerak gerak biar kesan busuk nya asa,netral
"Bagus gak, jgn spoiler",youtube,bagus gak jgn spoiler,positif
 @lovemikeee  barusan selesai nonton tadi dan bagus banget terus lebih serem dan mencekam dari yang pertama,youtube,lovemikeee barusan selesai nonton bagus banget rem cekam,positif
"Pengen nonton hari pertama posisi tengah udah pada di booking 😭
Seantusias itu orang orang, padahal ini hari pertama presale 🥺.

Ga sabaaarr duh 4 Agustuuss 😍",youtube,ken nonton posisi udah booking antusias orang orang presale ga sabaaarr duh agustuuss,netral
yallah...mana besok lagi 🙃,youtube,yallahmana besok,netral
Anjirrr bakalan keren banget ini😱,youtube,anjirrr keren banget,positif
Anjir ustadnya ngilang,youtube,anjir ustad ngilang,netral
WAJIB NONTON GUYS !,youtube,wajib nonton guys,netral
Al Ustadzu Yajri Awalan Qobla Yaqum Jamian,youtube,al ustadzu yajri awal qobla yaqum jamian,netral
Gimana ini pak ustadz,youtube,gimana ustadz,netral
Gasabar 🔥😖❤️,youtube,gasabar,netral
Anjir ga expect bakal tau2 aja pocong di bawah hahaha kerennn2,youtube,anjir ga expect tau aja pocong hahaha kerennn,positif
Ini bakalan booming 🎉,youtube,booming,netral
Pasti gw nonton 🔥🔥🔥,youtube,gw nonton,netral
"selesai nonton, auto gabisa tidur, see you 4 Agustus!!",youtube,selesai nonton auto gabisa tidur see you agustus,netral
"Bukan, ini yang di XXI (Mtix).
Tapi iya sih, imax jg udah sold ya dari kemarin² 😁",youtube,xxi mtix iya sih imax jg udah sold ya kemarin,netral
Nonton nya di jam kerja antara jam 12 - 3 pasti agak sepi,youtube,nonton nya jam kerja jam sepi,netral
"Yg imax ya, yg udqh sold out",youtube,yg imax ya yg udqh sold out,netral
Iya.. jam segitu masih kerja soalnya wkwkk..,youtube,iya jam segitu kerja wkwkk,netral
"Xx1 mana kak yang udah penuh?
Tadinya mau beli on the spot aja, tapi kalo kayak gini. Mending langsung pesen aja deh dari sekarang.",youtube,xx kak udah penuh beli on the spot aja kalo kayak gin mending langsung sen aja deh,netral
 @julfahmi1846  jam² 6 sore ke atas rata² kursi2 strategis di seluruh bioskop udah pada kebeli orang. Paling tinggal di depan² sama pojok²,youtube,julfahmi jam sore kursi strategis bioskop udah kebel orang tinggal pojok,netral
" @julfahmi1846  Iya kalo mau 4 agustus baiknya sekarang aja pesennya, boleh cek aja di aplikasi.",youtube,julfahmi iya kalo agustus baik aja sen cek aja aplikasi,netral
"Bener, dr cuplikan nya, trailer nya aj tu dah bkn tbl... tbl... tbl... 😬 meng pnsrn, kereeennn pollll serem""ngeri""sedap gimana tuh😱😱😱🙊🙉nunggu tgl 4 Agustus nya🙉🙉🙉",youtube,bener dr cuplik nya trailer nya aj tu dah bkn tbl tbl tbl meng pnsrn kereeennn pollll seremngerisedap gimana tuhnunggu tgl agustus nya,netral
KAPAN SEASON 3 UDAH 4 TAHUN NIH😭😭😭😭😭,youtube,season udah nih,netral
"Teaser Trailer terbaik sih, gak perlu umbar Scene cukup dengan suara memilukan dari alam kubur membuat bulu kuduk bergidik mendengar nya",youtube,teaser trailer baik sih gak umbar scene suara milu alam kubur bulu kuduk gidik dengar nya,netral
0:11 Ini paduan suarany siapa jir merinding bet aplgi pke headset,youtube,padu suarany jir merinding bet aplgi pke headset,netral
"Gw di tahun 2024 lihat ini lagi jadi keinget Ama siksa kubur punya nya bang jokan , apakah ini semacam spoiler gitu untuk film jokan selanjutnya yang adalah siksa kubur",youtube,gw lihat keinget ama siksa kubur nya bang jok spoiler gitu film jok siksa kubur,netral
"ternyata ini buat siksa kubur anjirr, pantesan g ada scene ini di PS 2",youtube,siksa kubur anjirr pantesan g scene ps,netral
Adegan ini ternyata “clue” kalau Siksa Kubur bakal jadi next film nya Jokan,youtube,adegan clue siksa kubur next film nya jok,netral
Saya lebih seneng kalau ini jadi teaser Siksa Kubur,youtube,neng teaser siksa kubur,netral
Lebih cocok buat teaser nya siksa kubur sih ini,youtube,cocok teaser nya siksa kubur sih,netral
Aku Lebih Setuju Ini Jadi Teaser Awal Siksa Kubur,youtube,tuju teaser siksa kubur,netral
0:40,youtube,,netral
Ajg.... Scene radio ini paling bikin gw takut..padahal hantunya b aja,youtube,ajg scene radio bikin gw takutpadahal hantu b aja,netral
RIP tari🥺,youtube,rip tari,netral
"Pengisi suara nya sapa ya, itu",youtube,isi suara nya sapa ya,netral
scene yg bikin aku takut ya ini! yang ocong-ocongan mah gak terlalu 😭,youtube,scene yg bikin takut ya ocongocongan mah gak,netral
".....dan ternyata ini adalah suara Tari (Ratu Felisha) sendiri di Radio, scene saat dia dengerin radio di kamarnya.
Kematian'nya dia udah di spoilerin dulu pas dia masih hidup, dgn penampakan badan dia kelipet diatap,dan nafas yg sesak.
""....sakit,kuburan saya sempit,daging saya digigitin belatung."" Dimana dia mati di tempat pembuangan sampah yg sempit dgn badan kelipet,paha nyentuh buka,
""saya disiksa terus....."" itu pembalasan perbuatan dia saat masih hidup, dimana pekerjaan dia adalah kerja di malam hari alias  Lo&T wkwkwkw",youtube,suara tari ratu felisha radio scene dengerin radio kamar mati udah spoilerin pas hidup dgn tampak badan kelipet diatapdan nafas yg sesak sakitkuburan sempitdaging digigitin belatung mana mati buang sampah yg sempit dgn badan kelipetpaha nyentuh buka siksa balas buat hidup mana kerja kerja malam alias lot wkwkwkw,netral
"Ini fix suara Ratu Felisha, pas di filmnya itu gambarin dia meninggal pas diatas lemari dan suara ini adalah suara dia di siksa. Coba suaranya slow ke 0.5.

Jadi semua yang di ceritain sama Tari (Ratu Felisha) adalah kejadian yang akan dialami setelahnya",youtube,fix suara ratu felisha pas film gambarin tinggal pas atas lemari suara suara siksa coba suara slow ceritain tari ratu felisha jadi alami telah,netral
Balik lagi karena Thread tebak-tebakan Joko Anwar di twitter 😄,youtube,thread tebaktebakan joko anwar twitter,netral
Ternyata suara ratu felisha,youtube,suara ratu felisha,netral
"ini suara syp si ??? penasaran bgt sumpah, suarany tari kah? abis nonton juga blom terlalu jelas soalnya",youtube,suara syp si penasaran bgt sumpah suarany tari kah abis nonton blom,netral
"gila scene ini pas di filmnya, tegang banget",youtube,gila scene pas film tegang banget,netral
"scene ini ada kok wkt tari lagi ngisi tts sambil denger radio, trus ada penelpon nama nya juga tari dan ini isi suaranya persis.",youtube,scene wkt tari ngisi tts denger radio trus telpon nama nya tari isi suara persis,netral
Ratu Felisha yang Memerankan sebagai Tari,youtube,ratu felisha peran tari,netral
"Bukan suara ratu felisha itu ada yang ngisi suaranya,pas di credit scene ada namanya itu,tapi saya lupa namanya",youtube,suara ratu felisha ngisi suaranyapas credit scene nama itutapi lupa nama,netral
 @tiaranonasution9202  lah baru tau,youtube,tiaranonasution tau,netral
"iya kayanya suara tari, adegan dia pas jatuh ditempat sampah berkaitan bgt sama suara ini. ""Kuburan saya sempit"" kemungkinan dia minta tolong kalau dia ada di dalam tempat sampah yang ada di rusun itu.",youtube,iya kaya suara tari adegan pas jatuh tempat sampah kait bgt suara kubur sempit tolong sampah rusun,netral
Suara Tari di masa depan,youtube,suara tari,netral
gila ini part the best sih. Ratu Felisha disini dapet banget dan mirip Suzanna sekilas,youtube,gila part the best sih ratu felisha dapet banget suzanna kilas,netral
Gila abs nnton pengabdi setan 2 trus ksini serem bgt😭☝️,youtube,gila abs nnton abdi setan trus ksini rem bgt,netral
Tutup telinga dengernya,youtube,tutup telinga dengernya,netral
Ini suara siapa btw?,youtube,suara btw,netral
Sepertinya ini suara Ratu Felisha as Tari. Sepertinya Tari pengikut sekte di cerita Communion ini.,youtube,suara ratu felisha as tari tari ikut sekte cerita communion,netral
Asli denger nya bikin gw ingat akhirat 😭😭😭 merinding gw,youtube,asli denger nya bikin gw akhirat merinding gw,netral
Dari suara nya sih kayaknya Prilly sih pemeran nya,youtube,suara nya sih kayak prilly sih per nya,netral
"Pelem hantu yang bikinnye joko anwar, dimas djay , rizal mantovani ga ada alesan buat ga nntnn sih",youtube,lem hantu bikinnye joko anwar mas djay rizal mantovani ga alesan ga nntnn sih,netral
GAK SABAR.,youtube,gak sabar,netral
Semoga tembus 15 juta,youtube,moga tembus juta,netral
Ini collab sama cj e&m lagi?,youtube,collab cj em,netral
Wah ga sabar mau nonton Pengabdi Setan,youtube,ga sabar nonton abdi setan,netral
Teaser nya mirip SIKSA KUBUR,youtube,teaser nya siksa kubur,netral
"hanya suara
merindingnya luar biasa",youtube,suara merinding,netral
"Bruh, jam segini ngeklik ginian, baru denger suaranya aja langsung tutup mata takut ada jumpscare. Dan walopun gak ada tetep aja ngeri. Bener bener harus nonton di bioskop sih ini.",youtube,bruh jam gin ngeklik ginian denger suara aja langsung tutup mata takut jumpscare walopun gak tetep aja ngeri bener bener nonton bioskop sih,netral
Klo di banding KKN bagus mana yah😆😆,youtube,klo banding kkn bagus yah,positif
Suara doang aja udah bikin merinding anjirrr😭😭,youtube,suara doang aja udah bikin merinding anjirrr,netral
Film ini apakah sanggup mengalahkan rekor jumlah penontonnya KKN di Desa Penari yg tembus 8jt penonton ? kita tunggu saja.,youtube,film sanggup kalah rekor tonton kkn desa tari yg tembus jt tonton tunggu,netral
"Saya merinding juga, bulu-bulu hidung saya pada berdiri. Apakah badarawuhi kesasar di film ini???...pasti seru Jika dia membawa oleh oleh boneka doll.",youtube,merinding bulubulu hidung diri badarawuhi kesasar film inipasti seru bawa boneka doll,netral
Bangkit perfilman Indonesia,youtube,bangkit film indonesia,netral
Cantik bgt ibu felishaa,youtube,cantik bgt felishaa,netral
Tara basro ke ibunya,youtube,tara basro ibu,netral
 @ShotoTodoroki-pz6em  Tara manggilnya Ibu,youtube,shototodorokipzem tara manggilnya,netral
 @ShotoTodoroki-pz6em  suara tari,youtube,shototodorokipzem suara tari,netral
bukan suara Tara Basro yang jelas 😂😂,youtube,suara tara basro,netral
 @wintersoldier6433  di filmnya nongol sih suaranya,youtube,wintersoldier film nongol sih suara,netral
"menurut ane ga akan sih
momentum KKN pas banget Lebaran dan Set Up yang udah ada dari jauh-jauh hari
tapi untuk ngalahin film pertamanya sih nampaknya bisa banget
5 juta here we go",youtube,ane ga sih momentum kkn pas banget lebaran set up udah jauhjauh ngalahin film pertama sih nampaknya banget juta here we go,netral
Gw lbh suka dan apresiasi pengalaman menonton sebuah film dan membekas di benak... Di bandingkan bnyk penonton nya cuma gara2 over hype dan gx ada cinema exprience nya,youtube,gw lbh suka apresiasi alam tonton film bekas benak banding bnyk tonton nya gara over hype gx cema exprience nya,positif
 @andriebudiman9593  setujuhhh,youtube,andriebudiman setujuhhh,netral
"Berasa kembali kejaman sd, rame2nya teror sms yg kyk gitu, ada yg inget?",youtube,asa kejam sd ramenya teror sms yg kyk gitu yg inget,netral
Goblok serem bangett,youtube,goblok rem bangett,netral
Baru denger monolognya  ja uda dag dig dug 😂 kek jd bayangin yg serem2,youtube,denger monolog ja uda dag dig dug kek jd bayangin yg rem,netral
"Yg season 1 ajah gue sampe ga bisa tidur, gmn pas season 2 nya ya",youtube,yg season ajah gue sampe ga tidur gmn pas season nya ya,netral
0:25,youtube,,netral
Suara siapa sih itu kayak suara prilly gk sih,youtube,suara sih kayak suara prilly gk sih,netral
Dijamin sesek lihat film ini seperti ps1,youtube,jamin sek lihat film ps,netral
"Harus diangkatndi tiktok sih biar rame,semoga bisa ngalahin kkn",youtube,diangkatndi tiktok sih biar ramesemoga ngalahin kkn,netral
"ini film wajib bgt tembus gantiin KKN desa ponari. KKN desa ponari cerita ga seru2 amat, ga serem2 amat juga menang di tonton krn pas aja wkt lebaran tayang. ini wajibbbb bgt ngalahin sih, the real film horor indonesia",youtube,film wajib bgt tembus gantiin kkn desa ponari kkn desa ponari cerita ga seru ga rem menang tonton krn pas aja wkt lebaran tayang wajibbbb bgt ngalahin sih the real film horor indonesia,netral
Serem ajg,youtube,rem ajg,netral
"Gilaa teasernya, pake sound sma narasi aja udah bikin merinding",youtube,gilaa teasernya pake sound sma narasi aja udah bikin merinding,netral
Udah kedua aja harus nonton nanti bulan Agustus mantul 😍😍😍,youtube,udah aja nonton agustus mantul,netral
musicnya yg bikin kaget,youtube,musicnya yg bikin kaget,netral
Ayo tiktok bantu hype ne film. Jgn kkn aja kalian bantu. Ne film 10 x lebih seram dari kkn.buktinya aja belum ada tiktok tahun Itu bisa tembus 4 juta pentonton.,youtube,ayo tiktok bantu hype ne film jgn kkn aja bantu ne film x seram kknbuktinya aja tiktok tembus juta pentonton,positif
Ahhh baru ngeliat teaser nya! Merinding karna gak suka nonton horrot,youtube,ahhh ngeliat teaser nya merinding karna gak suka nonton horrot,positif
teaser ke 2 udh muncul gaess,youtube,teaser udh muncul gaess,netral
Njir udh srem bru teasernya doang jg..hrusnya ini bsa meldak dr kkn 😂,youtube,njir udh srem bru teasernya doang jghrusnya bsa meldak dr kkn,netral
"Bengek, malem2 liat merinding gua😭",youtube,bengek malem liat merinding gua,netral
Model nya mrip insidious ni,youtube,model nya mrip insidious ni,netral
Wajib nonton nih. Tahun 2017 yg pertama aja gw nnton sampe nutup muka full hahaha,youtube,wajib nonton nih yg aja gw nnton sampe nutup muka full hahaha,netral
"ga usah ngalahin sih
heheh
nikmatin aja",youtube,ga ngalahin sih heheh nikmatin aja,netral
Kamu aja sono bolak balik sampe 10 juta kalii klo mau ngalahin kkn,youtube,aja sono bolak sampe juta kali klo ngalahin kkn,netral
Film Jokan jarang ngecewain. Karena quality yang diimbangi riset kuatin logic dan antimainstream.,youtube,film jok jarang ngecewain quality imbang riset kuatin logic antimainstream,netral
"Bang Joko, please... Sri Asih bang...",youtube,bang joko please sri asih bang,netral
teasernya aja udah pecahh,youtube,teasernya aja udah pecahh,netral
tanggal berapa si ini mulai nya,youtube,tanggal si nya,netral
Sebelum nonton ini ada baiknya mempelajari trng sekte satanic dulu biar makin relate dan serem,youtube,nonton baik ajar trng sekte satanic biar relate rem,netral
"Mudah""an seviral kyak dulu lagi tembus 4 jt penonton PS 1 dan se-vibe KKN DI DESA PENARI 7 jt penonton, goodluck film PS 2 comunion amiiin YRA... 🤲🏽🤲🏽🤲🏽",youtube,mudah seviral kyak tembus jt tonton ps sevibe kkn desa tari jt tonton goodluck film ps comunion amiiin yra,netral
kuweren cuuuggg,youtube,kuweren cuuuggg,netral
Aroma conjuring,youtube,aroma conjuring,netral
Agustus rilis 😍,youtube,agustus rilis,netral
B aja,youtube,b aja,netral
"Lihat hype film horor sebelah yg begitu tinggi, ada harapan baru untuk perfilman Indonesia. Senang melihat kabar ini. Terlebih film Pengabdi Setan 2 yg mau tayang tanggal 4 Agustus. Udah nggak sabar ini bg Jokan. Mudah2an ya dalam waktu dekat muncul First look, awal bulan Juni teaser, awal bulan juli trailer (saking nggak sabarnya lihatin perbedaan jarak rilis Pengabdi Setan untuk teaser 1 dan 2, dan juga trailernya hahaha)

Menurut aku secara tidak langsung bg joko anwar dan Rapi Film, seharusnya dalam waktu dekat ini keluarin Teasernya, karna memanfaatkan momentum yg ada saat ini dimana para penikmat horor Indonesia lagi diatas langit perkara film yg diangkat dari twitter. Lagi rame film horor dan muncul lagi teaser PS2, orang2 pasti berpikiran wah ada lagi ini film horor bagus dari bg joko anwar. Jadi buat exited para penikmat film horor. 

Aku juga datang kemari berkat hype yg ada sekarang ini. Istilahnya melepas rindu karya bg joko anwar, nonton lagi mini teaser ini. Duh nggak sabar dijemput Ibu.

Maju Perfilman Indonesia",youtube,lihat hype film horor belah yg harap film indonesia senang kabar film abdi setan yg tayang tanggal agustus udah nggak sabar bg jok mudah ya muncul first look juni teaser juli trailer saking nggak sabar lihatin beda jarak rilis abdi setan teaser trailer hahaha langsung bg joko anwar rapi film keluarin teasernya karna manfaat momentum yg mana nikmat horor indonesia atas langit perkara film yg angkat twitter rame film horor muncul teaser ps orang pikir film horor bagus bg joko anwar exited nikmat film horor kemari berkat hype yg istilah lepas rindu karya bg joko anwar nonton mini teaser duh nggak sabar jemput maju film indonesia,positif
